fund_code,fund_name,latest_net_value,latest_total_value,history_net_value,history_total_value,daily_growth_value,daily_growth_rate,latest_date,history_date
013124,汇添富精选核心优势一年持有混合C,0.9895,0.9895,0.9686,0.9686,0.0209,2.16,2025-10-02,2025-10-02
012186,招商品质成长混合A,0.8933,0.8933,0.8744,0.8744,0.0189,2.16,2025-10-02,2025-10-02
011308,富国生物医药科技混合C,2.1019,2.1019,2.0574,2.0574,0.0445,2.16,2025-10-02,2025-10-02
009469,博时健康成长双周定期可赎回混合C,0.9786,0.9786,0.9579,0.9579,0.0207,2.16,2025-10-02,2025-10-02
009361,招商创新增长混合C,0.8847,0.8847,0.866,0.866,0.0187,2.16,2025-10-02,2025-10-02
007854,光大保德信景气先锋混合A,2.2,2.2,2.1534,2.1534,0.0466,2.16,2025-10-02,2025-10-02
006218,富国生物医药科技混合A,2.1616,2.1616,2.1158,2.1158,0.0458,2.16,2025-10-02,2025-10-02
002803,东方红沪港深混合,2.37,2.37,2.32,2.32,0.05,2.16,2025-10-02,2025-10-02
001402,中信保诚新选混合A,1.701,1.701,1.665,1.665,0.036,2.16,2025-10-02,2025-10-02
001252,中海进取收益混合,1.417,1.417,1.387,1.387,0.03,2.16,2025-10-02,2025-10-02
022710,工银智能制造股票C,2.321,2.321,2.272,2.272,0.049,2.16,2025-10-02,2025-10-02
021918,永赢港股通品质生活慧选混合C,0.9365,0.9365,0.9168,0.9168,0.0197,2.15,2025-10-02,2025-10-02
016234,财通景气行业混合C,1.2849,1.2849,1.2579,1.2579,0.027,2.15,2025-10-02,2025-10-02
013681,华安品质甄选混合C,1.2467,1.2467,1.2205,1.2205,0.0262,2.15,2025-10-02,2025-10-02
013680,华安品质甄选混合A,1.2629,1.2629,1.2363,1.2363,0.0266,2.15,2025-10-02,2025-10-02
013123,汇添富精选核心优势一年持有混合A,1.0056,1.0056,0.9844,0.9844,0.0212,2.15,2025-10-02,2025-10-02
010418,财通景气行业混合A,1.3006,1.3006,1.2732,1.2732,0.0274,2.15,2025-10-02,2025-10-02
010025,广发聚丰混合C,0.6592,1.0575,0.6453,1.0436,0.0139,2.15,2025-10-02,2025-10-02
009983,永赢港股通品质生活慧选混合A,0.9673,0.9673,0.9469,0.9469,0.0204,2.15,2025-10-02,2025-10-02
004986,鹏华策略回报混合,1.59,2.0673,1.5565,2.0338,0.0335,2.15,2025-10-02,2025-10-02
019942,富国洞见价值股票C,1.6359,1.6359,1.6015,1.6015,0.0344,2.15,2025-10-02,2025-10-02
006781,汇丰晋信港股通精选股票,1.228,1.228,1.2022,1.2022,0.0258,2.15,2025-10-02,2025-10-02
022168,富国洞见价值股票E,1.6509,1.6509,1.6162,1.6162,0.0347,2.15,2025-10-02,2025-10-02
019936,华安恒生互联网科技业ETF发起式联接(QDII)A,1.7825,1.7825,1.7452,1.7452,0.0373,2.14,2025-10-02,2025-10-02
019937,华安恒生互联网科技业ETF发起式联接(QDII)C,1.7764,1.7764,1.7392,1.7392,0.0372,2.14,2025-10-02,2025-10-02
019265,南方港股数字经济混合发起(QDII)A,1.9556,1.9556,1.9147,1.9147,0.0409,2.14,2025-10-02,2025-10-02
006328,易方达中证海外互联网50ETF联接(QDII)C,1.2877,1.2877,1.2607,1.2607,0.027,2.14,2025-10-02,2025-10-02
006327,易方达中证海外互联网50ETF联接(QDII)A,1.3288,1.3288,1.301,1.301,0.0278,2.14,2025-10-02,2025-10-02
020233,大摩景气智选混合C,1.3523,1.3523,1.324,1.324,0.0283,2.14,2025-10-02,2025-10-02
020231,大摩景气智选混合A,1.3544,1.3544,1.326,1.326,0.0284,2.14,2025-10-02,2025-10-02
022287,长城医药产业精选混合发起式C,1.9191,1.9191,1.8788,1.8788,0.0403,2.14,2025-10-02,2025-10-02
022286,长城医药产业精选混合发起式A,1.9289,1.9289,1.8884,1.8884,0.0405,2.14,2025-10-02,2025-10-02
016525,招商均衡成长混合C,1.0369,1.0369,1.0152,1.0152,0.0217,2.14,2025-10-02,2025-10-02
016524,招商均衡成长混合A,1.0561,1.0561,1.034,1.034,0.0221,2.14,2025-10-02,2025-10-02
011876,景顺长城医疗健康混合A,0.8909,0.8909,0.8722,0.8722,0.0187,2.14,2025-10-02,2025-10-02
011877,景顺长城医疗健康混合C,0.8763,0.8763,0.8579,0.8579,0.0184,2.14,2025-10-02,2025-10-02
019941,富国洞见价值股票A,1.6574,1.6574,1.6226,1.6226,0.0348,2.14,2025-10-02,2025-10-02
050024,博时上证自然资源ETF联接A,1.5758,1.5758,1.5428,1.5428,0.033,2.14,2025-10-02,2025-10-02
007074,国寿安保新蓝筹混合,1.4358,1.4358,1.4059,1.4059,0.0299,2.13,2025-10-02,2025-10-02
019266,南方港股数字经济混合发起(QDII)C,1.9339,1.9339,1.8936,1.8936,0.0403,2.13,2025-10-02,2025-10-02
350009,天治研究驱动混合A,1.7241,2.464,1.6882,2.4281,0.0359,2.13,2025-10-02,2025-10-02
090018,大成新锐产业混合A,6.961,7.461,6.816,7.316,0.145,2.13,2025-10-02,2025-10-02
015912,兴业致远混合C,1.4011,1.4011,1.3719,1.3719,0.0292,2.13,2025-10-02,2025-10-02
015911,兴业致远混合A,1.4214,1.4214,1.3918,1.3918,0.0296,2.13,2025-10-02,2025-10-02
013958,华商鑫选回报一年持有混合A,1.9407,1.9407,1.9002,1.9002,0.0405,2.13,2025-10-02,2025-10-02
013959,华商鑫选回报一年持有混合C,1.9011,1.9011,1.8615,1.8615,0.0396,2.13,2025-10-02,2025-10-02
012096,鑫元鑫动力混合A,1.0185,1.0185,0.9973,0.9973,0.0212,2.13,2025-10-02,2025-10-02
011748,华泰柏瑞景气成长混合A,0.783,0.783,0.7667,0.7667,0.0163,2.13,2025-10-02,2025-10-02
009394,银华同力精选混合,1.2371,1.2371,1.2113,1.2113,0.0258,2.13,2025-10-02,2025-10-02
004727,先锋聚优C,1.1258,1.1258,1.1023,1.1023,0.0235,2.13,2025-10-02,2025-10-02
002043,天治研究驱动混合C,1.5886,2.0922,1.5555,2.0591,0.0331,2.13,2025-10-02,2025-10-02
000690,前海开源大海洋混合,1.677,1.677,1.642,1.642,0.035,2.13,2025-10-02,2025-10-02
019855,博时中证新能源ETF发起式联接A,1.356,1.356,1.3277,1.3277,0.0283,2.13,2025-10-02,2025-10-02
019856,博时中证新能源ETF发起式联接C,1.3485,1.3485,1.3204,1.3204,0.0281,2.13,2025-10-02,2025-10-02
019910,博时上证自然资源ETF联接C,1.5673,1.5673,1.5346,1.5346,0.0327,2.13,2025-10-02,2025-10-02
019324,易方达中证生物科技主题ETF发起式联接A,1.0997,1.0997,1.0768,1.0768,0.0229,2.13,2025-10-02,2025-10-02
020558,工银健康产业混合A,1.6206,1.6206,1.587,1.587,0.0336,2.12,2025-10-02,2025-10-02
020559,工银健康产业混合C,1.6104,1.6104,1.577,1.577,0.0334,2.12,2025-10-02,2025-10-02
016243,广发成长领航一年持有混合A,2.093,2.143,2.0495,2.0995,0.0435,2.12,2025-10-02,2025-10-02
016244,广发成长领航一年持有混合C,2.0644,2.1144,2.0216,2.0716,0.0428,2.12,2025-10-02,2025-10-02
180020,银华成长先锋混合,1.542,1.567,1.51,1.535,0.032,2.12,2025-10-02,2025-10-02
169102,东方红睿阳三年持有混合,1.8721,2.7681,1.8332,2.7292,0.0389,2.12,2025-10-02,2025-10-02
016258,中信保诚创新成长混合C,3.268,3.268,3.2003,3.2003,0.0677,2.12,2025-10-02,2025-10-02
013386,信澳优势价值混合C,0.7672,0.7672,0.7513,0.7513,0.0159,2.12,2025-10-02,2025-10-02
013385,信澳优势价值混合A,0.7911,0.7911,0.7747,0.7747,0.0164,2.12,2025-10-02,2025-10-02
013294,东方红智选三年持有混合A,0.9393,0.9393,0.9198,0.9198,0.0195,2.12,2025-10-02,2025-10-02
013295,东方红智选三年持有混合C,0.9265,0.9265,0.9073,0.9073,0.0192,2.12,2025-10-02,2025-10-02
